Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
GGT7	2686	00460+2.3.2.2
METTL22	79091	
GGT7	2686	
PLAU	5328	
RIT2	6014	
SGIP1	84251	
SMPD4	55627	
DRAM2	128338	
TKTL2	84076	00900+2.2.1.7
TKTL2	84076	00730+2.2.1.7
OR5AU1	390445	
PRUNE2	158471	
DTNA	1837	
ELOVL2	54898	00062+2.3.1.199
MAGEA11	4110	
TNS2	23371	
SLC38A5	92745	
ZNF786	136051	
TKFC	26007	00561+2.7.1.29
TKFC	26007	00680+2.7.1.29
TKFC	26007	00051+2.7.1.28
RBM20	282996	
DCTN4	51164	
PRUNE2	158471	00190+3.6.1.1
ATP10D	57205	
ZNF385D	79750	
C10orf55	414236	
ARHGAP12	94134	
DPM1	8813	
PCDHB2	56133	
PPP1R10	5514	
CBLN4	140689	
ZNF425	155054	
TKFC	26007	
MC3R	4159	
PCDHB1	29930	
SPINK8	646424	
CEP104	9731	
TNRC6A	27327	
PHYHIP	9796	
TBK1	29110	
SLC5A4	6527	
SYT4	6860	
ZNF398	57541	
FTCDNL1	348751	00670+2.1.2.5
FTCDNL1	348751	00340+2.1.2.5
PHGDH	26227	00260+1.1.1.95
PHGDH	26227	00680+1.1.1.95
PHGDH	26227	
DIAPH3	81624	
GCNT1	2650	
NABP2	79035	
DDX31	64794	
ACSS2	55902	00640+6.2.1.1
ACSS2	55902	00010+6.2.1.1
ACSS2	55902	00680+6.2.1.1
ACSS2	55902	00620+6.2.1.1
ACSS2	55902	00720+6.2.1.1
AGBL2	79841	
KIF20A	10112	
ACTL6A	86	
GOLGA6C	653641	
H2AFJ	55766	
OSBPL5	114879	
PKHD1L1	93035	
CTNNB1	1499	
CSK	1445	04660+2.7.10.2
TAF11L13		
ZNF442	79973	
GOLGA6D	653643	
F9	2158	
PLA2G4D	283748	
TCTEX1D1	200132	
HSFX1	100506164	
MAGEA9	4108	
CMTM4	146223	
GSTA2	2939	00983+2.5.1.18
GSTA2	2939	00980+2.5.1.18
GSTA2	2939	00480+2.5.1.18
GSTA2	2939	00982+2.5.1.18
ATP5MPL	9556	
ASAH1	427	
GSC	145258	
MFSD14B	84641	
NUCB2	4925	
AC005833.1		
CSK	1445	
TRIM49	57093	
OTOGL	283310	
INSL5	10022	
KCNA6		
TAF11L14		
FANCM	57697	
HIF3A	64344	
H3.Y	391769	
FAM210B	116151	
C3orf67	200844	
NUP85	79902	
ACSS2	55902	
CDK20	23552	
CCDC68	80323	
FBXW12	285231	
ACSM2B	348158	
WBP11	51729	
GALNT8	26290	
GALNT8	3742	
SLC6A5	9152	
U2SURP	23350	
IGHV3-64		
ZNF490	57474	
GTF2H2C	728340	
SLC39A5	283375	
IGHV3-66		
POC5	134359	
ZNF558	148156	
RGS11	8786	
C12orf60	144608	
MPPED1	758	
ZNF799	90576	
ART4	420	
ARPP19	10776	
TRIB1	10221	
AC008758.5		
SMCO3	440087	
SMPD4	55627	00600+3.1.4.12
STRADA	92335	
ZBTB11	27107	
DNMBP	23268	
NDUFA9	4704	
ZNF791	163049	
AK3	50808	00230+2.7.4.10
AK3	50808	00730+2.7.4.3
AK3	50808	00230+2.7.4.3
MAGEA8	4107	
AC008758.6		
SNX12	29934	
AC005832.4		
PTCD3	55037	
MGP	4256	
ZNF564	163050	
AC010422.6		
FBLN7	129804	
ANKRD52	283373	
FAM120B	84498	
ZNF443	10224	
CDK5R1	8851	
ZNF267	10308	
AC008758.1		
RFPL3	10738	
SPACA9	11092	
BACE1	23621	
ARHGDIG	398	
ZNF709	163051	
DYRK4	8798	
AC008758.4		
POU2F3	25833	
SLC25A3	5250	
AK8	158067	00730+2.7.4.3
AK8	158067	00230+2.7.4.3
DLL1	28514	
TEKT3	64518	
AP3M1	26985	
WDR78	79819	
AC004754.1		
COG3	83548	
IGHV1-69		
PTPRN	5798	
HLF	3131	
PDCD4	27250	
ABHD17B	51104	
PTPRQ	374462	
AKAP3	10566	
VCL	7414	
CEP164	22897	
ERICH6B	220081	
B3GNT9	84752	
IGHV1OR21-1		
PVALEF	388428	
C9orf85	138241	
GSTA1	2938	00983+2.5.1.18
GSTA1	2938	00980+2.5.1.18
GSTA1	2938	00480+2.5.1.18
GSTA1	2938	00982+2.5.1.18
AC098650.1		
NDUFA10	4705	
PPP1CB	5500	04658+3.1.3.16
PPP1CB	5500	04660+3.1.3.16
IGHV2-70D		
COQ10A	93058	
IGHV1-69-2		
MTHFD1L	25902	00720+6.3.4.3
MTHFD1L	25902	00670+6.3.4.3
MTHFD1L	25902	00720+1.5.1.5+3.5.4.9
MTHFD1L	25902	00670+1.5.1.5+3.5.4.9
PAQR9	344838	
PPP1CB	5500	
MBD3L1	85509	
CENPJ	55835	
MTHFD1L	25902	
HMGCS2	3158	00650+2.3.3.10
HMGCS2	3158	00280+2.3.3.10
HMGCS2	3158	00900+2.3.3.10
HMGCS2	3158	00072+2.3.3.10
KIF5C	3800	
BBIP1	92482	
NFKBIA	4792	
AC018512.1		
BTF3L4	91408	
IQCB1	9657	
XPO7	23039	
AATK	9625	
CAMKV	79012	
LYN	4067	04660+2.7.10.2
HTR1D	3352	
BARHL2	343472	
MXD4	10608	
PSMB1	5689	
C16orf70	80262	
MYF6	4618	
ELL3	80237	
COPZ2	51226	
PLEKHA2	59339	
ERP27	121506	
SPDYA	245711	
GUCY1A2	2977	00230+4.6.1.2
REG4	83998	
TXNDC12	51060	00480+1.8.4.2
FAM167B	84734	
RNF214	257160	
RD3L	647286	
TXNDC12	51060	
ABCD2	225	
HYPK	25764	
INSM2	84684	
TRMT61B	55006	
KTI12	112970	
ADAM30	11085	
BTN2A2	10385	
AL445685.3		
CDC45	8318	
TBP	6908	
RAB9B	51209	
TENT5A	55603	
TMA16	55319	
INPP4B	8821	04070+3.1.3.66
INPP4B	8821	00562+3.1.3.66
GSTA5	221357	00983+2.5.1.18
GSTA5	221357	00980+2.5.1.18
GSTA5	221357	00480+2.5.1.18
GSTA5	221357	00982+2.5.1.18
IGHV3OR16-9		
IKBIP	121457	
PHC3	80012	
TMED8	283578	
POU5F1B	5462	
SEC14L3	266629	
SERINC4	619189	
SAMD15	161394	
INPP4B	8821	
BRD8	10902	
TMSB15B	286527	
NSFL1C	55968	
PHF14	9678	
NOXRED1	122945	
ATP11C	286410	
TRIM64B	642446	
RPL24	6152	
MYF5	4617	
KIF13A	63971	
RDH8	50700	
TDRD9	122402	
KISS1R	84634	
SIRPB2	284759	
ARHGDIB	397	
DUSP4	1846	04658+3.1.3.16
DUSP4	1846	04660+3.1.3.16
AC242528.1		
RBMS3	27303	
SERF2	10169	
FAM84B	157638	
PDE6H	5149	00230+3.1.4.35
PCDH18	54510	
NUPL2	11097	
C9orf57	138240	
FAM234A	83986	
SMIM10	644538	
METTL24	728464	
ZNF644	84146	
ZCWPW2	152098	
PAF1	54623	
ANKRD50	57182	
IGHV1-69D		
IGHV2-70		
PGM5	5239	00520+5.4.2.10
NOTCH2	4853	
FEZF2	55079	
IGHV3-72		
RTL8B	441518	
ZFYVE9	9372	
FOXR2	139628	
CEP97	79598	
HERC1	8925	
RTL8C	8933	
DENND2D	79961	
SAMD4B	55095	
IGHV3-73		
IGHV3-74		
RTL8A	26071	
ABCC9	10060	
CDC23	8697	
SEC22B	9554	
CPLX3	594855	
FAM241B	219738	
SMIM10L2B	644596	
PTH	5741	
ETDB	100129515	
CPN1	1369	
CDC40	51362	
RANGRF	29098	
RASSF3	283349	
FUCA1	2517	00511+3.2.1.51
ZMIZ2	83637	
MUC12	10071	
CNR2	1269	
EDC4	23644	
PDIA3	2923	
P3H4	10609	
CDRT4	284040	
LMAN1L	79748	
LIPG	9388	
BAG2	9532	
FAT4	79633	
RRAGB	10325	
MARCH1	55016	
SLC25A35	399512	
AGRP	181	
FAM3B	54097	
CC2D1B	200014	
PFKFB4	5210	00051+2.7.1.105+3.1.3.46
AGFG2	3268	
AKAP12	9590	
HSFX4	101927685	
ZBTB2	57621	
RAB23	51715	
NGDN	25983	
LIMD2	80774	
SSSCA1	10534	
RIMS3	9783	
ZNF451	26036	
CEACAM20	125931	
DRD3	1814	
FAM89B	23625	
NRN1L	123904	
PGP	283871	
CHST2	9435	
FBXO38	81545	
DNAH8	1769	
PNRC2	55629	
THSD7A	221981	
TVP23C	201158	
SLN	6588	
BRICD5	283870	
ATF2	1386	
ASPG	374569	
CXorf40B	541578	
C12orf40	283461	
ZC3H8	84524	
CT55	54967	
SEZ6L	23544	
RTL1	388015	
ST6GALNAC2	10610	
PFKFB4	5210	
UQCRH	7388	
ELMO1	9844	
TVP23C-CDRT4	100533496	
SLC2A13	114134	
BAIAP2	10458	
ETDC	110806299	
CHI3L2	1117	
ETDA	101928677	
DICER1	23405	
CHI3L2	1117	00520+3.2.1.14
UCN2	90226	
GBA2	57704	00511+3.2.1.45
GBA2	57704	00600+3.2.1.45
MEGF11	84465	
AC015802.6		
ZNF75D	7626	
SCYL1	57410	
MUC16	94025	
NBPF26	101060684	
PHF21A	51317	
CAMK2D	817	
TMEM136	219902	
HFM1	164045	
MLST8	64223	
TRAPPC11	60684	
CD180	4064	
IKZF1	10320	
POLR3D	661	
TSKS	60385	
TMTC4	84899	
ALDH1B1	219	
PPIAL4A	653505	
TLN1	7094	
PVR	5817	
KIR2DS1	112267928	
PLA2G4F	255189	
BCOR	54880	
VIPAS39	63894	
CEACAM16	388551	
ZNF80	7634	
COMP	1311	
CREB3	10488	
PIK3AP1	118788	
IGFBPL1	347252	
CEACAM19	56971	
DMTN	2039	
PLPPR1	54886	
LLGL2	3993	
EXOC6	54536	
LITAF	9516	
FCGR1B	2210	
SMIM3	85027	
RMND1	55005	
ZC3H6	376940	
AP1G2	8906	
PRDM8	56978	
NXPE3	91775	
RIPK1	8737	05165+2.7.11.1
RIPK1	8737	04150+2.7.11.1
RIPK1	8737	04926+2.7.11.1
RIPK1	8737	04714+2.7.11.1
RIPK1	8737	04151+2.7.11.1
AHSA1	10598	
HTRA4	203100	
KPNA7	402569	
COL6A1	1291	
IGSF23	147710	
SLC9A9	285195	
TIGIT	201633	
NDUFAF2	91942	
MIS18BP1	55320	
GAL	51083	
OTOF	9381	
NSUN4	387338	
KLF8	11279	
RGS2	5997	
FAM72B	653820	
SLC2A10	81031	
IQCJ-SCHIP1	100505385	
IQCJ-SCHIP1	29970	
ACSS3	79611	
RGS18	64407	
SLC35F2	54733	
CARMIL1	55604	
PPP1R14B	26472	
RGS21	431704	
CXCR6	10663	
AL136454.1		
PABPC3	5042	
TALDO1	6888	00030+2.2.1.2
PFKFB3	5209	00051+2.7.1.105+3.1.3.46
SRGAP2C	653464	
FAM214A	56204	
TALDO1	6888	
PFKFB3	5209	
RGS1	5996	
FAR1	84188	00073+1.2.1.84
DDO	8528	
ECT2	1894	
FYCO1	79443	
ACSS3	79611	00640+6.2.1.1
ACSS3	79611	00010+6.2.1.1
ACSS3	79611	00680+6.2.1.1
ACSS3	79611	00620+6.2.1.1
ACSS3	79611	00720+6.2.1.1
CA5A	763	00910+4.2.1.1
CA5A	763	
TMCO5A	145942	
SFPQ	6421	
RGS13	6003	
ESCO1	114799	
FNBP4	23360	
AC104662.2	55300	
ACADSB	36	
PPP5C	5536	04658+3.1.3.16
PPP5C	5536	04660+3.1.3.16
PPP5C	5536	
AP5Z1	9907	
DCUN1D3	123879	
TGFBR3L	100507588	
PI4K2B	55300	
FAAH	2166	00970+6.3.5.7
GNS	2799	00531+3.1.6.14
P2RY8	286530	
FAAH	2166	
ACSM3	6296	
LTBP3	4054	
FAM90A26	100287045	
SCHIP1	29970	
UBQLN2	29978	
ABHD12	26090	
SNRPD1	6632	
ZBTB20	26137	
USP17L10	100287144	
CCDC8	83987	
TEF	7008	
SLC22A16	85413	
OR1M1	125963	
PNMA8C		
CTNNBL1	56259	
USP17L11	100287178	
OR7G2	390882	
ERVFRD-1	405754	
PNMA8A	55228	
SMIM13	221710	
RIPOR1	79567	
IQCJ	654502	
USP17L12	100287205	
USP17L13	100287238	
IRGM	345611	
SVEP1	79987	
USP17L15	100288520	
AMER2	219287	
ZNF300	91975	
ABHD12	26090	00561+3.1.1.23
OR4K5	79317	
SMIM15	643155	
PNMA8B	57469	
TM2D2	83877	
COMMD4	54939	
IGHV1OR15-9		
STRA8	346673	
ACIN1	22985	
GLRX2	51022	
NBDY	550643	
LYRM1	57149	
OR4K1	79544	
AKAP17A	8227	
LIMA1	51474	
JPH4	84502	
TPSAB1	7177	
USP17L17	100287327	
GDA	9615	00230+3.5.4.3
STOX2	56977	
HCST	10870	
INPP1	3628	
ZFHX2	85446	
SPTLC3	55304	
GDA	9615	
CALM3	808	
NFKBID	84807	
FTSJ1	24140	
KBTBD8	84541	
OR7G1	125962	
PYGB	5834	00500+2.4.1.1
OR7G3	390883	
THTPA	79178	00730+3.6.1.28
ITIH3	3699	
USP17L18	100287364	
THTPA	79178	
PCED1A	64773	
C2orf88	84281	
PPIA	5478	
BPHL	670	
ERI2	112479	
TRPM1	4308	
UBTD1	80019	
MSTN	2660	
HIBCH	26275	
PPP5D1	100506012	04658+3.1.3.16
PPP5D1	100506012	04660+3.1.3.16
NFYC	4802	
TXNDC17	84817	
ZNF317	57693	
ABHD3	171586	
SNX13	23161	
MTMR6	9107	
CLASP2	23122	
LMLN2	100128908	
CACFD1	11094	
USP17L19	100287404	
SLC7A11	23657	
ZSWIM6	57688	
C14orf119	55017	
CHUK	1147	
DMBX1	127343	
MED31	51003	
USP17L20	100287441	
IPO7	10527	
SPOCK1	6695	
KIAA0753	9851	
SRSF10	10772	
TROVE2	6738	
EXOSC10	5394	
OR6B2	389090	
SPIN3	169981	
ERLIN1	10613	
SAT1	6303	00330+2.3.1.57
MX2	4600	
REXO5	81691	
OR6B3	150681	
CDK9	1025	
OR4K15	81127	
ERGIC3	51614	
TBC1D32	221322	
GPX3	2878	
MIER1	57708	
AL136373.1	105378696	
MOB3C	148932	
MYOM3	127294	
TXNDC11	51061	
MEIG1	644890	
KNCN	148930	
ISM2	145501	
COL6A3	1293	
EID1	23741	
COMMD7	149951	
SNN	8303	
USP17L21	100287478	
FO393400.1	149951	
CMAS	55907	00540+2.7.7.38
C20orf203	284805	
CMAS	55907	
USP17L22	100287513	
YWHAQ	10971	
HNRNPR	10236	
NOM1	64434	
USP17L23		
CASC10	399726	
USP17L24	728369	
FKBP10	60681	
MYH13	8735	
LRRK2	120892	
USP17L25	728373	
TRAP1	10131	
ZNF70	7621	
SNAPC2	6618	
RGPD8	727851	
VPREB3	29802	
USP17L26	728379	
GULP1	51454	
THUMPD1	55623	
ST8SIA1	6489	
SLC39A8	64116	
USP17L5	728386	
ZHX1-C8orf76	100533106	
ORC1	4998	
COPS9	150678	
SHC4	399694	
ZHX1	11244	
RPL10L	140801	
PAK6	106821730	05165+2.7.11.1
PAK6	56924	05165+2.7.11.1
PAK6	106821730	04150+2.7.11.1
PAK6	56924	04150+2.7.11.1
PAK6	106821730	04926+2.7.11.1
PAK6	56924	04926+2.7.11.1
PAK6	106821730	04714+2.7.11.1
PAK6	56924	04714+2.7.11.1
PAK6	106821730	04151+2.7.11.1
PAK6	56924	04151+2.7.11.1
ACSM1	116285	
TOB2	10766	
SOX2	6657	
SPTLC2	9517	
LRRK2	120892	05165+2.7.11.1
LRRK2	120892	04150+2.7.11.1
LRRK2	120892	04926+2.7.11.1
LRRK2	120892	04714+2.7.11.1
LRRK2	120892	04151+2.7.11.1
C8orf76	84933	
PLAT	5327	
ZCCHC4	29063	
SNRNP27	11017	
DNAJC19	131118	
GJA1	2697	
USP17L27	728393	
PAK6	106821730	
PAK6	56924	
ST6GALNAC1	55808	
PHF5A	84844	
AP2A1	160	
ZFP42	132625	
LNX1	84708	
SUCLG2	8801	00720+6.2.1.5
SUCLG2	8801	00640+6.2.1.5
SUCLG2	8801	00660+6.2.1.5
SUCLG2	8801	00020+6.2.1.5
SUCLG2	8801	00640+6.2.1.4
SUCLG2	8801	00020+6.2.1.4
XCR1	2829	
SLC2A6	11182	
BUB1B-PAK6	106821730	
EAF2	55840	
BUB1B-PAK6	106821730	05165+2.7.11.1
BUB1B-PAK6	106821730	04150+2.7.11.1
BUB1B-PAK6	106821730	04926+2.7.11.1
BUB1B-PAK6	106821730	04714+2.7.11.1
BUB1B-PAK6	106821730	04151+2.7.11.1
MXD1	4084	
KRCC1	51315	
SON	6651	
SEC23B	10483	
MUC17	140453	
MKNK1	8569	
GSX2	170825	
OTOS	150677	
PTGFR	5737	
MMP11	4320	
PRPF38A	84950	
HSD11B1L	374875	
CFAP299	255119	
CTXN1	404217	
CHCHD10	400916	
ASMT	438	
TUT4	23318	
ME2	4200	
TIMM44	10469	
IGHV3OR15-7		
OR7D2	162998	
ZNF331	55422	
IGHD5OR15-5A		
SMYD1	150572	
IGHD4OR15-4A		
NMBR	4829	
USP17L28	728400	
IL1R2	7850	
IGHD3OR15-3A		
FUZ	80199	
CLDN5	7122	
FGF5	2250	
OR7D4	125958	
PTPRA	5786	
TRIML2	205860	
C22orf15	150248	
CLEC11A	6320	
MDGA2	161357	
MLLT10	8028	
ISM1	140862	
MLF2	8079	
GJE1	100126572	
USP17L29	728405	
CCR3	1232	
GPR32	2854	
PDGFRA	5156	
USP17L30	728419	
ZNF521	25925	
MAMLD1	10046	
NELL1	4745	
ACP4	93650	
CCR1	1230	
BUB1B	701	
AC010325.1		
MXRA7	439921	
TMEM252	169693	
TYROBP	7305	
SARAF	51669	
IFI44L	10964	
PTMS	5763	
IGHD2OR15-2A		
SKIDA1	387640	
SLC5A11	115584	
PTPRO	5800	
IGHD1OR15-1A		
CREB3L1	90993	
TRIM56	81844	
TP63	8626	
OR7E24	26648	
SLC25A42	284439	
RAD51AP2	729475	
WWC1	23286	
SEC14L4	284904	
IL22RA1	58985	
ZNF699	374879	
UCHL5	51377	
MNX1	3110	
MYMK	389827	
EMILIN1	11117	
RERG	85004	
ENPP6	133121	
TESMIN	9633	
UBE2G2	7327	
SLC35D1	23169	
RTCB	51493	
VSNL1	7447	
RNF130	55819	
SMIM31	100505989	
SH3BP5	9467	
CRTAP	10491	
FIP1L1	81608	
APELA	100506013	
GSTA3	2940	00983+2.5.1.18
GSTA3	2940	00980+2.5.1.18
GSTA3	2940	00480+2.5.1.18
GSTA3	2940	00982+2.5.1.18
PSMB10	5699	
GPNMB	10457	
MYO1D	4642	
CCR2	729230	
NONO	4841	
NFKBIZ	64332	
NCR3LG1	374383	
GSTA3	2940	
OPLAH	26873	
ST6GALNAC4	27090	
VPS16	64601	
DNASE1	1773	
LRRC6	23639	
GPC1	2817	
DACT1	51339	
ZNF366	167465	
CADPS	8618	
CCR5	1234	
SMTN	6525	
SPRED1	161742	
FAM19A1	407738	
VTA1	51534	
CLMN	79789	
IGFBP6	3489	
CTRL	1506	
SERPINE1	5054	
BCL3	602	
APAF1	317	
CHIC2	26511	
LRFN3	79414	
AC040162.1		
PSKH1	5681	
PPFIA2	8499	
DPP6	1804	
CDC73	79577	
MED29	55588	
H2BFWT	158983	
TWIST1	7291	
FBP2	8789	00680+3.1.3.11
FBP2	8789	00051+3.1.3.11
FBP2	8789	00030+3.1.3.11
FBP2	8789	00010+3.1.3.11
FBP2	8789	00710+3.1.3.11
TPSD1	23430	
ZFAND4	93550	
PLD2	5338	00565+3.1.4.4
PLD2	5338	00564+3.1.4.4
ALKBH1	8846	
JHY	79864	
ANKS1B	56899	
AC058822.1		
PLD2	5338	
B3GALT2	8707	
H2BFM	286436	
PRIM2	5558	
FBP1	2203	00680+3.1.3.11
FBP1	2203	00051+3.1.3.11
FBP1	2203	00030+3.1.3.11
FBP1	2203	00010+3.1.3.11
FBP1	2203	00710+3.1.3.11
C1orf141	400757	
ANKRD2	26287	
BSX	390259	
ZFP36	7538	
PTGIR	5739	
C19orf48	84798	
FABP1	2168	
ZCCHC18	644353	
MUC22	100507679	
RMDN3	55177	
ATF6B	1388	
GNG8	94235	
CYP26A1	1592	
SLC25A53	401612	
IFNLR1	163702	
OLAH	55301	
IL23R	149233	
CYP26C1	340665	
LCNL1	401562	
AL807752.7		
PTGDS	5730	00590+5.3.99.2
RFWD3	55159	
USP38	84640	
CRYZL1	9946	
NDUFB5	4711	
AC137834.1		
C19orf70	125988	
PTGDS	5730	
NIPAL1	152519	
ADAMTSL2	9719	
KLHL3	26249	
SV2C	22987	
TRANK1	9881	
CGRRF1	10668	
PHF21B	112885	
UBE3C	9690	
LIN7A	8825	
MAP2	4133	
SDHAF1	644096	
HSF2	3298	
USP9Y	8287	
MTM1	4534	00562+3.1.3.64+3.1.3.95
MTM1	4534	04070+3.1.3.64+3.1.3.95
TAF1B	9014	
FAM163B	642968	
SYNE3	161176	
LCK	3932	04660+2.7.10.2
DONSON	29980	
TMEM71	137835	
FAM186A	121006	
ULK2	9706	05165+2.7.11.1
ULK2	9706	04150+2.7.11.1
ULK2	9706	04926+2.7.11.1
ULK2	9706	04714+2.7.11.1
ULK2	9706	04151+2.7.11.1
TSPAN11	441631	
TRPV1	7442	
FAM199X	139231	
ULK2	9706	
LCK	3932	
OR4Q2	390432	
ACBD7	414149	
OR4K14	122740	
ZNF436	80818	
C14orf178	283579	
OR4K13	390433	
OR4L1	122742	
OR4K17	390436	
BAAT	570	
FOXB2	442425	
LARP4	113251	
IQUB	154865	
NDUFB7	4713	
ARHGEF15	22899	
KIF26A	26153	
TNPO1	3842	
OR4N5	390437	
SHPK	23729	
AC027796.3		
PPFIBP2	8495	
OR11G2	390439	
ARMT1	79624	
MRGPRG	386746	
OR11H6	122748	
OR11H7	390441	
OR11H4	390442	
GSTA4	2941	00983+2.5.1.18
GSTA4	2941	00980+2.5.1.18
GSTA4	2941	00480+2.5.1.18
GSTA4	2941	00982+2.5.1.18
ZFYVE28	57732	
C19orf66	55337	
R3HDM2	22864	
GSTA4	2941	
MPV17	4358	
PDCD2	5134	
SNW1	22938	
ODF4	146852	
PLEKHB1	58473	
CCDC170	80129	
CORIN	10699	
NIPAL3	57185	
ANGPTL6	83854	
MIB1	57534	
IL12RB2	3595	
LONP1	9361	
DFFB	1677	
STAC3	246329	
PLCB3	5331	00562+3.1.4.11
PLCB3	5331	04070+3.1.4.11
MRGPRE	116534	
SLIRP	81892	
DEFB131A	644414	
CLEC17A	388512	
AC073508.2		
ZMYM4	9202	
CNGA1	1259	
VSTM2L	128434	
RPRML	388394	
KRT222	125113	
NEIL1	79661	
PIP5K1B	8395	
KLK1	3816	
FAM122A	116224	
BPIFC	254240	
EEF1A1	1915	
GRHL3	57822	
RADIL	55698	
RPL36	25873	
ARSK	153642	
SOAT2	8435	
CDC7	8317	
IBTK	25998	
TASP1	55617	
PAPOLB	56903	
AP1S1	1174	
EXOSC4	54512	
RAB12	201475	
EIPR1	7260	
IFI44	10561	
KIF5B	3799	
ING4	51147	
STPG1	90529	
TBC1D30	23329	
SPATA16	83893	
DHRSX	207063	
SOAT2	8435	00100+2.3.1.26
ZBED1	9189	
VGF	7425	
RPL38	6169	
ARHGEF12	23365	
NHLRC1	378884	
MAFG	4097	
TMEM110-MUSTN1	100526772	
CHIA	27159	00520+3.2.1.14
DBH	1621	
KLK15	55554	
RCCD1	91433	
ZNF143	7702	
ELAVL1	1994	
RPL32	6161	
CHIA	27159	
EYA2	2139	
SUMO3	6612	
ADGRL4	64123	
CUL2	8453	
RARS	5917	00970+6.1.1.19
CCRL2	9034	
NFXL1	152518	
FAM71C	196472	
RARS	5917	
KHK	3795	00051+2.7.1.3
NAT16	375607	
EPM2AIP1	9852	
PIFO	128344	
SYNE4	163183	
BMP3	651	
CNOT4	4850	
TMEM161A	54929	
CAND2	23066	
NLGN1	22871	
ZFAND5	7763	
SIN3A	25942	
SUSD5	26032	
SECISBP2L	9728	
CGREF1	10669	
KLK3	354	
KCNJ11	3767	
UBE2I	7329	
GCHFR	2644	
GART	2618	00230+6.3.3.1
GART	2618	00230+6.3.4.13
SIRT7	51547	
OVGP1	5016	
ATP5MF	9551	
RALGAPA1	253959	
SCGN	10590	
CCL25	6370	
ITIH4	3700	
GART	2618	
ALKBH6	84964	
HIST2H3PS2	440686	
FAM72C	554282	
DTD1	92675	
AP000311.1		
AC135178.2		
DAAM1	23002	
KRBA2	124751	
FAM98B	283742	
UPF1	5976	
AL121900.2		
MLKL	197259	
SMIM26	388789	
KCNT2	343450	
ATP5PB	515	
WASHC2C	253725	
ZNF195	7748	
ATP5MF-PTCD1	100526740	
MTCL1	23255	
STIMATE	375346	
JCAD	57608	
PIP5KL1	138429	
UNC45A	55898	
PRKD2	25865	04070+2.7.11.13
TPMT	7172	00983+2.1.1.67
PPIAL4E	730262	
PRKD2	25865	
CRKL	1399	
GPR150	285601	
C2orf70	339778	
PTCD1	26024	
AC006254.1		
UBE2E2	7325	
MUSTN1	389125	
JMJD6	23210	
CDK19	23097	
ZFYVE19	84936	
RESP18	389075	
SEC14L6	730005	
WDR77	79084	
HINFP	25988	
HNRNPA0	10949	
DACT3	147906	
RPL26	6154	
CEBPE	1053	
C1orf162	128346	
ARPC1A	10552	
ADK	132	00230+2.7.1.20
SETBP1	26040	
WDR43	23160	
C15orf62	643338	
NDUFA5	4698	
AC004922.1		
MUSK	4593	
NBPF15	284565	
TREML1	340205	
SMAD4	4089	
HDDC3	374659	
PDAP1	11333	
SERINC1	57515	
PLEKHG2	64857	
TRAPPC12	51112	
TCEA3	6920	
HMX3	340784	
DNAJC17	55192	
ZNF559-ZNF177	100529215	
MOGAT3	346606	
AC000093.1		
HMX2	3167	
FBLL1	345630	
ANO5	203859	
ASPHD2	57168	
RPS29	6235	
NFE2L1	4779	
PKIB	5570	
RAP1A	5906	
CPSF4	10898	
GFRA3	2676	
SRGAP2B	647135	
AC091551.1		
ADORA3	140	
C9orf3	84909	
CBLC	23624	
ELAC1	55520	
LAG3	3902	
CFH	3075	
INKA2	55924	
ATAD2	29028	
LRR1	122769	
FERD3L	222894	
FAM72D	728833	
TTI1	9675	
GOSR2	9570	
MOGS	7841	00510+3.2.1.106
DDX20	11218	
TWISTNB	221830	
CIB4	130106	
PPIAL4D	645142	
PKD2L2	27039	
FABP7	2173	
MOGS	7841	
C9orf3	84909	00590+3.3.2.6
TMEM198	130612	
NUP50	10762	
ACO2	50	00290+4.2.1.33
ACO2	50	00630+4.2.1.3
ACO2	50	00720+4.2.1.3
ACO2	50	00020+4.2.1.3
KCNK3	3777	
MAN2C1	4123	
MCC	4163	
CHPF	79586	
PI4K2A	55361	
TRIML1	339976	
ATAD2	29028	00230+3.6.1.3
SEPT5	5413	
JKAMP	51528	
CFHR3	10878	
GUCY2D	3000	00230+4.6.1.2
HOGA1	112817	
ZNF559	84527	
GTF2H1	2965	
RASGEF1C	255426	
HOGA1	112817	00261+4.3.3.7
HOGA1	112817	00300+4.3.3.7
PRKACG	5568	04150+2.7.11.11
TREM2	54209	
INSIG2	51141	
TMIGD3	57413	
UHRF1BP1L	23074	
TSSK1B	83942	
AL049557.1	55924	
GP1BB	2812	
PTTG1IP	754	
MORN4	118812	
C1orf174	339448	
HPS4	89781	
C10orf62	414157	
ARPC1B	10095	
AL355315.1		
DDX11	1663	
POLR3H	171568	
CFHR1	3078	
TSPAN4	7106	
L3HYPDH	112849	
MTPAP	55149	
CCDC59	29080	
DPM2	8818	
GPR135	64582	
SPATA9	83890	
DIPK2B	79742	
ZNF177	7730	
CFHR4	10877	
CCDC175	729665	
DCP2	167227	
EHBP1L1	254102	
RFESD	317671	
AC005670.2		
HIST1H2AA	221613	
FAM102A	399665	
FRMPD4	9758	
HIST1H2BA	255626	
PANK3	79646	00770+2.7.1.33
METTL25	84190	
CFHR2	3080	
TPBG	7162	
VPS39	23339	
ASPRV1	151516	
ROMO1	140823	
BUD31	8896	
PCBP1	5093	
CENPA	1058	
SCP2D1	140856	
